year,category,recipient,location,grant_description,award_amt
2011,PERFORMING ARTS,"Jazz at Lincoln Center, Inc.","New York, New York",To support artistic initiatives and an operating reserve fund,"3,000,000"
2011,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"67,500"
2011,PERFORMING ARTS,Long Beach Opera,"Long Beach, California",To support artistic initiatives and organizational capacity,"300,000"
2011,PERFORMING ARTS,The Louisiana Philharmonic Orchestra,"New Orleans, Louisiana",To support artistic and technological initiatives in collaboration with the Louisiana State University,"750,000"
2011,PERFORMING ARTS,The Louisiana Philharmonic Orchestra,"New Orleans, Louisiana",To support the planning of partnership activities with the Louisiana State University,"40,000"
2011,PERFORMING ARTS,"Magic Theatre, Inc.","San Francisco, California",To support artistic initiatives and organizational development and to establish a cash reserve fund,"300,000"
2011,PERFORMING ARTS,"Margaret Jenkins Dance Studio, Inc.","San Francisco, California",To support the Choreographers in Mentorship Exchange program,"400,000"
2011,PERFORMING ARTS,"Meet the Composer, Inc.","New York, New York","To support transition and start-up expenses related to a merger with American Music Center, Inc.","500,000"
2011,PERFORMING ARTS,"Meet the Composer, Inc.","New York, New York","To support transition costs related to a merger with American Music Center, Inc.","50,000"
2011,PERFORMING ARTS,The Minnesota Opera,"Minneapolis, Minnesota",To support artistic initiatives,"750,000"
2011,PERFORMING ARTS,Misnomer Inc.,"Brooklyn, New York",To support the Audience Engagement Platform,"175,000"
2011,PERFORMING ARTS,Musical Arts Association,"Cleveland, Ohio",To support musician-led organizational development at the Cleveland Orchestra,"46,000"
2011,PERFORMING ARTS,"National Arts Strategies, Inc.","Alexandria, Virginia",To support education programs for nonprofit performing arts leaders,"1,000,000"
2011,PERFORMING ARTS,"National Performance Network, Inc.","New Orleans, Louisiana",To support the Forth Fund subsidy program,"700,000"
2011,PERFORMING ARTS,"Network of Ensemble Theaters, Inc.","Los Angeles, California",To support planning for a touring and exchange network,"35,000"
2011,PERFORMING ARTS,"New England Foundation for the Arts, Inc.","Boston, Massachusetts",To support the National Dance Project,"2,000,000"
2011,PERFORMING ARTS,"New World Symphony, Inc.","Miami Beach, Florida",To support the presentation of new concert formats and audience research,"525,000"
2011,PERFORMING ARTS,"New York City Center, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,"New York Foundation for the Arts, Inc.","Brooklyn, New York",To support the New York Theater Program,"3,140,000"
2011,PERFORMING ARTS,"New York Live Arts, Inc.","New York, New York",To support an artist-in-residence program,"425,000"
2011,PERFORMING ARTS,"New York Live Arts, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"92,000"
2011,PERFORMING ARTS,New York University,"New York, New York",To support the Center for Creative Research,"48,000"
2011,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support the ArtPlace initiative,"2,000,000"
2011,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support the administration of a zero-interest loan program,"75,000"
2011,PERFORMING ARTS,Non-Profit Technology Enterprise Network,"Portland, Oregon",To support a technology course for nonprofit organizations,"240,000"
2011,PERFORMING ARTS,"Opera America, Inc.","New York, New York",To support convenings and related events that will encourage collaboration around new work development and production,"845,000"
2011,PERFORMING ARTS,Pennsylvania State University,"University Park, Pennsylvania",To support classical music presenting activities at the Center for Performing Arts,"470,000"
2011,PERFORMING ARTS,"Pittsburgh Symphony, Inc.","Pittsburgh, Pennsylvania",To support artistic initiatives,"900,000"
2011,PERFORMING ARTS,"Robert W. Woodruff Arts Center, Inc.","Atlanta, Georgia",To support the Atlanta Symphony Orchestra's collaboration with Emory University,"800,000"
2011,PERFORMING ARTS,"Rod Rodgers Dance Company, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"45,000"
2011,PERFORMING ARTS,San Francisco Symphony,"San Francisco, California",To support a series of symposia on the changing state of the American orchestra,"215,000"
2011,PERFORMING ARTS,"Seventh Regiment Armory Conservancy, Inc.","New York, New York","To support production planning for large-scale, site-specific performances and an artist residency program","250,000"
2011,PERFORMING ARTS,"Signature Theatre Company, Inc.","New York, New York",To support artistic initiatives and an operating reserve,"2,000,000"
2011,PERFORMING ARTS,South Dakota Symphony Orchestra,"Sioux Falls, South Dakota",To support the Lakota Music Project,"150,000"
2011,PERFORMING ARTS,"Spanish-English Ensemble Theatre, Inc.","New York, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"30,000"
2011,PERFORMING ARTS,"St. Ann's Warehouse, Inc.","Brooklyn, New York",To support transitional operating expenses,"230,000"
2011,PERFORMING ARTS,Stanford University,"Stanford, California",To support classical music presenting activities at Stanford Lively Arts,"500,000"
2011,PERFORMING ARTS,Sundance Institute,"Park City, Utah",To support the Sundance Institute Theatre Program,"600,000"
2011,PERFORMING ARTS,Theatre Bay Area,"San Francisco, California",To support the dissemination phase of the Intrinsic Impact Study,"50,000"
2011,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support a professional development regranting program,"1,000,000"
2011,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support services to the field,"250,000"
2011,PERFORMING ARTS,"TOPAZ ARTS, Inc.","Woodside, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"90,000"
2011,PERFORMING ARTS,"Triskelion Arts-Kick-StanDance, Inc.","Brooklyn, New York",To support subsidized rehearsal space for the professional nonprofit dance field,"58,500"
2011,PERFORMING ARTS,University Musical Society,"Ann Arbor, Michigan",To support a developmental residency for Philip Glass's Einstein on the Beach,"100,000"
2011,PERFORMING ARTS,University of California at Davis,"Davis, California",To support classical music presenting activities at the Robert & Margrit Mondavi Center for the Performing Arts,"580,000"
2011,PERFORMING ARTS,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina","To support activities associated with ""The Rite of Spring"" at 100 initiative at Carolina Performing Arts","750,000"
2011,PERFORMING ARTS,University of Texas at Austin,"Austin, Texas",To support classical music presenting activities at Texas Performing Arts,"450,000"
2011,PERFORMING ARTS,"Washington Drama Society, Inc.","Washington, DC",To support the American Voices New Play Institute,"2,100,000"
2011,PERFORMING ARTS,Woolly Mammoth Theatre Company,"Washington, DC",To support organizational capacity,"30,000"
2011,PERFORMING ARTS,Z Space Studio,"San Francisco, California",To support technical development residencies,"45,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ",AAMC Foundation,"New York, New York",To support a strategic planning process for the Center for Curatorial Leadership,"40,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ",AHNCA INC.,"New York, New York",To support a three-year capacity building initiative that incorporates new Web technologies into the research and publication of scholarly articles in the journal Nineteenth-Century Art Worldwide,"49,800"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ",American Museum of Natural History,"New York, New York",To support planning for reinstallation of the museum's Asian Collections,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ","Buffalo State College Foundation, Inc.","Buffalo, New York",To support students in the conservation graduate program,"315,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ","Buffalo State College Foundation, Inc.","Buffalo, New York",To support an advanced teaching residency in conservation,"228,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ",Carnegie Institute,"Pittsburgh, Pennsylvania",To support a leadership initiative of the new director of the Carnegie Museum of Art,"325,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ",Carnegie Mellon University,"Pittsburgh, Pennsylvania",To continue support for the Art Conservation Research Center while it prepares for a transition to a new host institution,"2,500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS                                                                   ",Colonial Williamsburg Foundation,"Williamsburg, Virginia",To support a pilot program for curatorial internships,"200,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Creative Time, Inc.","New York, New York","To support the scholarly activities of the ""Living as Form"" exhibition","100,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Emory University,"Atlanta, Georgia",To support a fellowship program for art history graduate students focused on object-centered curatorial training in collaboration with the High Museum of Art,"90,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Frick Collection,"New York, New York",To endow the predoctoral curatorial fellowship program,"2,000,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Graduate School and University Center,"New York, New York",To support the strengthening of curatorial training in the PhD program in art history,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Indianapolis Museum of Art, Inc.","Indianapolis, Indiana",To support the Mellon Curators-at-Large program,"1,025,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Institute of Contemporary Art,"Boston, Massachusetts",To support curatorial research and exhibition development resulting in a series of three scholarly publications,"410,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",International Network for the Conservation of,"New York, New York",To support the Artist Interview Project,"65,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Isabella Stewart Gardner Museum, Inc.","Boston, Massachusetts",To endow the position of chief conservator,"1,000,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","The Luis A. Ferré Foundation, Inc.","Ponce, Puerto Rico","To support paper conservation, condition assessments, and scholarly publication at the Museo de Arte de Ponce","500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Menil Foundation, Inc.","Houston, Texas",To support the Artist Documentation Program,"96,086"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Metropolitan Museum of Art,"New York, New York",To support scholarly activities in the department of Islamic art,"97,870"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Metropolitan Museum of Art,"New York, New York",To support the planning of a pilot fellowship program for conservators from India,"71,500"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",The Museum for African Art,"Long Island City, New York",To support an associate curator and two curatorial fellowships,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Museum of Modern Art,"New York, New York",To support the research initiative Contemporary and Modern Art Perspectives in a Global Age,"1,463,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",National Gallery of Art,"Washington, DC","To support the development of ConservationSpace, an open source Web-based software application for managing conservation documentation","1,037,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","New Art Publications, Inc.","Brooklyn, New York",To support the BOMB Magazine Digital Archive,"138,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","New Art Publications, Inc.","Brooklyn, New York",To support preparation for the BOMB Magazine Digital Archive,"50,500"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",New Museum of Contemporary Art,"New York, New York",To support preservation of and access to primary source documentation in the field of contemporary art,"486,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",New York University,"New York, New York",To support students in the conservation graduate program,"533,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",New York University,"New York, New York",To support two pilot workshops in the technical study of art for art history graduate students,"240,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",The Newark Museum Association,"Newark, New Jersey",To support a curatorial initiative in African art,"1,000,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Northwestern University,"Evanston, Illinois",To support a pilot Academic Museum and Gallery Leadership seminar,"100,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Princeton University,"Princeton, New Jersey",To support a leadership initiative of the new director of the art museum,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Robert W. Woodruff Arts Center, Inc.","Atlanta, Georgia",To support a fellowship program for art history graduate students focused on object-centered curatorial training at the High Museum of Art in collaboration with Emory University,"123,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support the strengthening of student and faculty engagement with the art museum's collections,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Seattle Art Museum,"Seattle, Washington",To support a leadership initiative of the new director,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Smithsonian Institution,"Washington, DC",To support a Chinese painting conservation pilot program at the Freer and Sackler galleries,"340,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Stiftung Museum Kunstpalast,"Düsseldorf, Germany",To continue support for the Cranach Digital Archive,"740,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","The Studio Museum in Harlem, Inc.","New York, New York",To support a curatorial research fund,"1,000,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Toledo Museum of Art,"Toledo, Ohio",To support a leadership initiative of the new director,"500,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of California at Los Angeles,"Los Angeles, California",To provide core faculty and student support for the ULCA/Getty Master's Interdepartmental Program in Archaeological and Ethnographic Conservation,"1,000,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of California at Los Angeles,"Los Angeles, California",To support an advanced teaching residency in conservation,"206,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Delaware,"Newark, Delaware",To support the pilot phase of the university's curatorial track PhD program in the department of art history,"680,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Delaware,"Newark, Delaware","To support the academic program in collections conservation at the Iraqi Institute for the Conservation of Antiquities and Heritage in Erbil, Iraq","400,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Delaware,"Newark, Delaware",To support students in the conservation graduate program,"280,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Michigan,"Ann Arbor, Michigan",To support the strengthening of student and faculty engagement with the art museum's collections,"650,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Oxford,"Oxford, United Kingdom",To support the strengthening of student and faculty engagement with the collections at the Ashmolean Museum of Art and Archaeology,"1,100,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Pennsylvania,"Philadelphia, Pennsylvania",To support the planning process for a collection sharing initiative at the University of Pennsylvania Museum of Archaeology and Anthropology,"72,100"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of Virginia,"Charlottesville, Virginia",To support the strengthening of student and faculty engagement with the art museum's collections,"315,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",University of the Witwatersrand,"Johannesburg, South Africa",To support the strengthening of student and faculty engagement with the collections at the Wits Art Museum,"375,000"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS","Walker Art Center, Inc.","Minneapolis, Minnesota",To support a conservation assessment of the recent acquisition of materials from the Merce Cunningham Dance Company archive,"98,900"
2011,"ART HISTORY, CONSERVATION, AND MUSEUMS",Whitney Museum of American Art,"New York, New York",To support a new curatorial initiative in performance,"700,000"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Academy of Natural Sciences of Philadelphia,"Philadelphia, Pennsylvania",To support the development of a coordinated digital database of images and information on plants of the world,"94,000"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Academy of Natural Sciences of Philadelphia,"Philadelphia, Pennsylvania",To continue support for the development of a coordinated digital database of images and information on plants of the world,"27,600"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Association Tela Botanica,"Montpellier, France",To support the development of a coordinated digital database of images and information on plants of the world,"47,000"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Association Tela Botanica,"Montpellier, France",To continue support for the development of a coordinated digital database of images and information on plants of the world,"355,000"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Bergius Foundation at the,"Stockholm, Sweden",To support the development of a coordinated digital database of images and information on plants of the world,"89,000"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Bishop Museum,"Honolulu, Hawaii",To continue support for the development of a coordinated digital database of images and information on plants of the world,"66,000"
2011,CONSERVATION AND THE ENVIRONMENT                                                              ,Botanische Staatssammlung München,"Munich, Germany",To support the development of a coordinated digital database of images and information on plants of the world,"388,000"
2011,CONSERVATION AND THE ENVIRONMENT,Cairo University,"Giza, Egypt",To support the development of a coordinated digital database of images and information on plants of the world,"28,000"
2011,CONSERVATION AND THE ENVIRONMENT,Carnegie Institution of Washington,"Washington, DC",To support a program of ecological research and training,"500,000"
2011,CONSERVATION AND THE ENVIRONMENT,Conservatoire et Jardin Botaniques,"Geneva, Switzerland",To support the development of a coordinated digital database of images and information on plants of the world,"980,000"
2011,CONSERVATION AND THE ENVIRONMENT,Council of Heads of Australasian Herbaria,"Canberra, Australia",To support the development of a coordinated digital database of images and information on plants of the world,"350,000"
2011,CONSERVATION AND THE ENVIRONMENT,Council of Heads of Australasian Herbaria,"Canberra, Australia",To continue support for the development of a coordinated digital database of images and information on plants of the world,"72,000"
2011,CONSERVATION AND THE ENVIRONMENT,Department of National Parks,"Bangkok, Thailand",To support the development of a coordinated digital database of images and information on plants of the world,"35,000"
2011,CONSERVATION AND THE ENVIRONMENT,Duke University,"Durham, North Carolina",To support the development of a coordinated digital database of images and information on plants of the world,"76,000"
2011,CONSERVATION AND THE ENVIRONMENT,"Flora of North America Association, Inc.","Point Arena, California",To continue support for the development of a coordinated digital database of images and information on plants of the world,"200,000"
2011,CONSERVATION AND THE ENVIRONMENT,Forest Research Institute Malaysia,"Kepong, Malaysia",To support the development of a coordinated digital database of images and information on plants of the world,"18,000"
2011,CONSERVATION AND THE ENVIRONMENT,Free University of Berlin,"Berlin, Germany",To support the development of a coordinated digital database of images and information on plants of the world,"35,000"
2011,CONSERVATION AND THE ENVIRONMENT,Free University of Berlin,"Berlin, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"158,000"
2011,CONSERVATION AND THE ENVIRONMENT,Georg-August-Universität Göttingen,"Göttingen, Germany",To continue support for the development of a coordinated digital database of images and information on plants of the world,"90,000"
2011,CONSERVATION AND THE ENVIRONMENT,Göteborgs Universitet,"Göteborg, Sweden",To support the development of a coordinated digital database of images and information on plants of the world,"88,000"
2011,CONSERVATION AND THE ENVIRONMENT,Harvard University,"Cambridge, Massachusetts",To support the development of a coordinated digital database of images and information on plants of the world,"247,000"
2011,CONSERVATION AND THE ENVIRONMENT,Her Majesty the Queen in Right of Canada,"Ottawa, Canada",To support the development of a coordinated digital database of images and information on plants of the world,"65,000"
2011,CONSERVATION AND THE ENVIRONMENT,Instituto de Botánica Darwinion,"Buenos Aires, Argentina",To support the development of a coordinated digital database of images and information on plants of the world,"122,000"
2011,CONSERVATION AND THE ENVIRONMENT,Instituto de Pesquisas Jardim Botânico,"Rio de Janeiro, Brazil",To support the development of a coordinated digital database of images and information on plants of the world,"54,000"
2011,CONSERVATION AND THE ENVIRONMENT,International Association for Plant Taxonomy,"Bratislava, Slovakia",To support the development of a coordinated digital database of images and information on plants of the world,"26,000"
2011,CONSERVATION AND THE ENVIRONMENT,Komarov Botanical Institute of the,"St. Petersburg, Russian Federation",To continue support for the development of a coordinated digital database of images and information on plants of the world,"90,000"
2011,CONSERVATION AND THE ENVIRONMENT,Legal Personality of the National Botanic,"Meise, Belgium",To continue support for the development of a coordinated digital database of images and information on plants of the world,"195,000"
2011,CONSERVATION AND THE ENVIRONMENT,The Linnean Society of London,"London, United Kingdom",To support the development of a coordinated digital database of images and information on plants of the world,"113,000"
2011,CONSERVATION AND THE ENVIRONMENT,The Linnean Society of London,"London, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"88,000"
2011,CONSERVATION AND THE ENVIRONMENT,Missouri Botanical Garden,"St. Louis, Missouri",To support international research programs,"1,100,000"
2011,CONSERVATION AND THE ENVIRONMENT,Missouri Botanical Garden,"St. Louis, Missouri",To support the development of a coordinated digital database of images and information on plants of the world,"235,000"
2011,CONSERVATION AND THE ENVIRONMENT,Missouri Botanical Garden,"St. Louis, Missouri",To continue support for the development of a coordinated digital database of images and information on plants of the world,"126,000"
2011,CONSERVATION AND THE ENVIRONMENT,Museo di Storia Naturale,"Florence, Italy",To support the development of a coordinated digital database of images and information on plants of the world,"32,000"
2011,CONSERVATION AND THE ENVIRONMENT,Muséum national d'Histoire naturelle,"Paris, France",To support the development of a coordinated digital database of images and information on plants of the world,"555,000"
2011,CONSERVATION AND THE ENVIRONMENT,National Parks Board,"Singapore, Singapore",To support the development of a coordinated digital database of images and information on plants of the world,"76,000"
2011,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"260,000"
2011,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To support the Wallace Correspondence Project,"94,000"
2011,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"66,000"
2011,CONSERVATION AND THE ENVIRONMENT,Naturhistorisches Museum Wien,"Vienna, Austria",To continue support for the development of a coordinated digital database of images and information on plants of the world,"584,000"
2011,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To continue support for the development of a coordinated digital database of images and information on plants of the world,"370,000"
2011,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To continue support for the development of a coordinated digital database of images and information on plants of the world,"250,000"
2011,CONSERVATION AND THE ENVIRONMENT,Real Jardín Botánico de Madrid,"Madrid, Spain",To continue support for the development of a coordinated digital database of images and information on plants of the world,"152,000"
2011,CONSERVATION AND THE ENVIRONMENT,The Royal Botanic Garden Edinburgh,"Edinburgh, United Kingdom",To support the development of a coordinated digital database of images and information on plants of the world,"195,000"
2011,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"788,000"
2011,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support the digitization of extensive library and archival holdings,"250,000"
2011,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To continue support for the development of a coordinated digital database of images and information on plants of the world,"110,000"
2011,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To continue support for the development of a coordinated digital database of images and information on plants of the world,"416,000"
2011,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To continue support for the development of a coordinated digital database of images and information on plants of the world,"32,000"
2011,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC",To continue support for the development of a coordinated digital database of images and information on plants of the world,"32,000"
2011,CONSERVATION AND THE ENVIRONMENT,Swedish Museum of Natural History,"Stockholm, Sweden",To continue support for the development of a coordinated digital database of images and information on plants of the world,"663,000"
2011,CONSERVATION AND THE ENVIRONMENT,Swedish Museum of Natural History,"Stockholm, Sweden",To continue support for the development of a coordinated digital database of images and information on plants of the world,"290,000"
2011,CONSERVATION AND THE ENVIRONMENT,Universidade de Coimbra,"Coimbra, Portugal",To support the development of a coordinated digital database of images and information on plants of the world,"9,400"
2011,CONSERVATION AND THE ENVIRONMENT,Universidade de Lisboa,"Lisbon, Portugal",To support the development of a coordinated digital database of images and information on plants of the world,"36,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Alaska at Anchorage,"Anchorage, Alaska",To support a program of ecological research and training,"174,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Graz,"Graz, Austria",To continue support for the development of a coordinated digital database of images and information on plants of the world,"69,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Hamburg,"Hamburg, Germany",To support the development of a coordinated digital database of images and information on plants of the world,"112,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Helsinki,"Helsinki, Finland",To continue support for the development of a coordinated digital database of images and information on plants of the world,"216,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Massachusetts at Amherst,"Amherst, Massachusetts",To support the development of a coordinated digital database of images and information on plants of the world,"17,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Tokyo,"Tokyo, Japan",To support the development of a coordinated digital database of images and information on plants of the world,"69,000"
2011,CONSERVATION AND THE ENVIRONMENT,University of Turku,"Turku, Finland",To support the development of a coordinated digital database of images and information on plants of the world,"65,000"
2011,CONTRIBUTIONS,Council of American Overseas Research Centers,"Washington, DC",To provide operating support,"100,000"
2011,CONTRIBUTIONS,"Doe Fund, Inc.","New York, New York",To provide general support,"40,000"
2011,CONTRIBUTIONS,Foundation Center,"New York, New York",To provide general support,"35,000"
2011,CONTRIBUTIONS,Grantmakers in the Arts,"Seattle, Washington","To support the Grantmakers in the Arts publication, the GIA Reader","60,000"
2011,CONTRIBUTIONS,GrowNYC,"New York, New York",To provide general support in conservation and for preserving the environment in New York City,"30,000"
2011,CONTRIBUTIONS,"GuideStar USA, Inc.","Williamsburg, Virginia",To support GuideStar's membership program,"25,000"
2011,CONTRIBUTIONS,Nonprofit Coordinating,"New York, New York",To provide general operating support,"50,000"
