year,category,recipient,location,grant_description,award_amt
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"458,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa","To support the continued conservation, documentation, and interpretation of archival materials related to the San people of Southern Africa","300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the curriculum assessment project of the Academic Development Research Project,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support a Distinguished Achievement Award,"1,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"495,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support the Midwest Faculty Seminar,"415,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support a New Directions Fellowship,"255,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an Emeritus Fellowship,"51,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an Emeritus Fellowship,"43,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Edinburgh,"Edinburgh, United Kingdom","Bringing the Senses back to the Environment""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Georgia,"Athens, Georgia","To support, in collaboration with New York University Press and Northern Illinois University Press, the publication of first monographs on Early American regions","648,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,250,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support the production of a set of standards for the annotation of electronic resources,"362,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support an Emeritus Fellowship,"52,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support a faculty and postdoctoral exchange program with Oberlin and Kalamazoo Colleges,"1,248,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support two additional postdoctoral positions under the exchange program with Oberlin and Kalamazoo Colleges,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Ethnicity in African Societies: Historical Comparative and Contemporary Investigations""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support an Emeritus Fellowship,"44,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support an Emeritus Fellowship,"29,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Minnesota at Twin Cities,"Minneapolis, Minnesota",To support a New Directions Fellowship,"207,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Minnesota at Twin Cities,"Minneapolis, Minnesota",To support a dissertation seminar in the humanities,"143,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support doctoral students in the humanities,"4,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support an Emeritus Fellowship,"36,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support research workshops for graduate students and faculty members in the humanities,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"190,800"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support an Emeritus Fellowship,"52,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Puget Sound,"Tacoma, Washington",To support curricular planning in the humanities,"41,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Richmond,"Richmond, Virginia",To support the Tocqueville Seminar program,"968,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support the USC-Huntington Early Modern Studies Institute,"883,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support a New Directions Fellowship,"305,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"280,800"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support honors and masters fellowships in the humanities,"700,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support the postgraduate mentoring program,"1,000,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support the Chair of Indian Studies for the Centre for Indian Studies in Africa,"1,000,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Property, Race and Poverty: Paradoxes of the Law and the Possibility of Justice in Contemporary South Africa""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support the restructuring and integration of the International Human Rights Exchange into the university's curriculum,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada","To support the production of ""Fluid Engage,"" an open source software suite for delivering museum content online to visitors using mobile devices","1,260,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada",To support editorial and research costs associated with the preparation of the Greater London volumes of the Records of Early English Drama,"500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada",To support editorial costs of the Dictionary of Old English,"200,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Warwick,"Coventry, United Kingdom","To support a collaborative program between the university and the Newberry Library on ""Renaissance and Early Modern Communities in a Transatlantic Perspective""","421,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support a New Directions Fellowship,"249,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support an Emeritus Fellowship,"42,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To establish new faculty lines in the humanities,"2,500,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,807,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Vulnerability and Resilience: Rethinking Human Rights for the 21st Century""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support research workshops in the humanities,"125,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,University Press of Colorado,"Boulder, Colorado","To support, in collaboration with Texas A & M University Press, University of Alabama Press, University of Arizona Press, University of Florida Press, and University of Utah Press, the publication of first monographs on the archaeology of the Americas","282,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Ursinus College,"Collegeville, Pennsylvania",To support faculty development initiatives,"279,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Vassar College,"Poughkeepsie, New York",To support postdoctoral fellowships to facilitate faculty retirement transitions,"850,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Vassar College,"Poughkeepsie, New York",To support artistic residencies and cross-disciplinary collaboration,"50,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Washington and Lee University,"Lexington, Virginia",To support the spring term initiative,"650,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Washington University in St. Louis,"St. Louis, Missouri",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"350,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Washington University in St. Louis,"St. Louis, Missouri","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Japan Embodied: New Approaches to Japanese Studies""","150,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Washington University in St. Louis,"St. Louis, Missouri",To support the production of a documentary film project about the life and achievements of Dr. Benjamin E. Mays,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"407,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Wesleyan University,"Middletown, Connecticut",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"189,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Wesleyan University,"Middletown, Connecticut","To support a John E. Sawyer Seminar for Liberal Arts Colleges, entitled ""War""","142,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Williams College,"Williamstown, Massachusetts",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"447,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Wittenberg University,"Springfield, Ohio",To integrate the use of foreign languages in teaching science and mathematics,"30,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Woodrow Wilson National Fellowship Foundation,"Princeton, New Jersey",To renew support for the Junior Faculty Career Enhancement Fellowship program,"2,700,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Woodrow Wilson National Fellowship Foundation,"Princeton, New Jersey","To renew support for the dissertation program, and the travel and research program","800,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Xavier University of Louisiana,"New Orleans, Louisiana",To support undergraduate research,"375,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support the renewal of the Mellon Mays Undergraduate Fellowship program,"417,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support a New Directions Fellowship,"276,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,American Antiquarian Society,"Worcester, Massachusetts",To support staff training and development initiatives,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,"American Philological Association, Inc.","Philadelphia, Pennsylvania",To support a workshop for planning the future of the association's scholarly publications,"25,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,American Symphony Orchestra League,"New York, New York",To support initiatives to assess and preserve the league's archival collections,"51,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,Amherst College,"Amherst, Massachusetts",To support staff training and development initiatives at Folger Shakespeare Library,"44,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,"Baltimore Symphony Orchestra, Inc.","Baltimore, Maryland",To support initiatives to assess and preserve the orchestra's archival collections,"77,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,Boston University,"Boston, Massachusetts","To support the further development of an online, multilingual, bibliographic database of resources in East Asian archaeology","600,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,Boston University,"Boston, Massachusetts","To support supplementary software development and documentation for the collaborative cataloging of the Martin Luther King, Jr. collection","32,100"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION                                                                   ,Brown University,"Providence, Rhode Island",To support staff training and development initiatives at John Carter Brown Library,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Columbia University,"New York, New York",To support the development of library processes for the systematic collection and preservation of Web content,"716,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Columbia University,"New York, New York","To support a partnership with Cornell University libraries to share resources, collections, services, and expertise","385,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Council on Library and Information Resources,"Washington, DC",To support the second year of a grantmaking program to catalog special collections in US libraries and archives,"4,303,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Council on Library and Information Resources,"Washington, DC",To support general operations,"1,400,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Council on Library and Information Resources,"Washington, DC",To support an evaluation of combining large-scale virtual and print repositories as surrogates for research library collections,"32,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Council on Library and Information Resources,"Washington, DC",To support a study of the potential uses in humanistic scholarship of declassified analytical tools developed by the intelligence community,"28,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,"Detroit Symphony Orchestra, Inc.","Detroit, Michigan",To improve access to the orchestra's archives and performance records,"70,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Emory University,"Atlanta, Georgia",To support initiatives to restructure library operations and develop essential infrastructure for digital scholarship,"53,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Henry E. Huntington Library & Art Gallery,"San Marino, California",To support staff training and development initiatives at the library,"46,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Historical Society of Pennsylvania,"Philadelphia, Pennsylvania",To support staff training and development initiatives,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Houston Symphony Society,"Houston, Texas",To support initiatives to assess and preserve the symphony's archives,"71,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Kronos Performing Arts Association,"San Francisco, California",To support initiatives to improve access to and preservation of the Kronos Quartet's archive,"100,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,The Library Company of Philadelphia,"Philadelphia, Pennsylvania",To support staff training and development initiatives,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Lyrasis,"Atlanta, Georgia",To support the development of a business plan for services to support open source software applications in libraries,"192,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,"Martin Luther King, Jr. Center for","Atlanta, Georgia",To support planning for participation in a collaborative project to catalog the papers of Martin Luther King Jr.,"40,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,"The Medici Archive Project, Inc.","New York, New York",To support planning for the redesign of the online catalog of the Medici archives,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,National Symphony Orchestra,"Washington, DC",To support initiatives to assess and preserve the orchestra's archival collections,"92,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,New York Public Library,"New York, New York","To provide budgetary relief from ""underwater"" endowment funds","1,000,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,New York University,"New York, New York",To support the planning of a collaborative university press strategy for the delivery and distribution of electronic books,"125,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,New York University,"New York, New York",To support the conservation of the Sylvester Manor Archive,"5,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Newberry Library,"Chicago, Illinois",To support staff training and development initiatives,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,New-York Historical Society,"New York, New York",To support staff training and development initiatives,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,"Pittsburgh Symphony, Inc.","Pittsburgh, Pennsylvania",To support initiatives to assess and preserve the orchestra's archival collections,"92,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Rochester Institute of Technology,"Rochester, New York",To support the development and testing of a system designed to lower the cost and improve the fidelity of color reproduction in art imaging and conservation,"750,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Rochester Institute of Technology,"Rochester, New York",To support an evaluation of the precision and accuracy of an imaging system designed to measure how the surfaces of artworks reflect light and color,"50,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,"Seattle Symphony Orchestra, Inc.","Seattle, Washington",To support initiatives to assess and preserve the orchestra's archival collections,"97,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,St. John's University,"Collegeville, Minnesota",To support the cataloging of digitized medieval manuscripts,"343,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Stanford University,"Stanford, California",To support the development of library processes for the systematic collection and preservation of Web content,"289,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,Universit_ de Fribourg,"Fribourg, Switzerland",To support the digitization of medieval manuscripts,"594,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,The Regents of the University of California,"Oakland, California",To support the development of a retrospective print repository service in the western region of the US,"70,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California at Berkeley,"Berkeley, California",To support a study and workshop on peer review,"90,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California at Berkeley,"Berkeley, California",To support further documentation and dissemination of a detailed study of scholarly communications practices,"75,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California at Berkeley,"Berkeley, California",To support technical enhancements to the PhiloBiblon database of medieval manuscripts and early printed books,"22,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California at San Diego,"La Jolla, California",To support the planning and design of a new software tool for the management and description of archives,"539,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of California Press Foundation,"Berkeley, California","To support the creation of a scholarly journal in California studies titled Global California, and an annual conferencein this emerging field","722,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Cambridge,"Cambridge, United Kingdom",To support the creation of an online catalog of the library's incunabula collection,"427,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Leeds,"Leeds, United Kingdom",To support the planning of an electronic edition of the works of Ben Jonson,"25,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Maryland College Park,"College Park, Maryland",To support the application of computer forensics in the preservation of born-digital archives in cultural heritage institutions,"81,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Miami,"Coral Gables, Florida",To support the development of a strategic plan for the Cuban Theater Digital Archive,"48,300"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Michigan,"Ann Arbor, Michigan",To support the implementation and documentation of a prototype system for the archiving of electronic mail,"290,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Michigan,"Ann Arbor, Michigan",To support planning for the development of procedures to validate the quality and usefulness of digital objects in the HathiTrust repository,"49,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Minnesota at Twin Cities,"Minneapolis, Minnesota",To support the further development of an online bibliographic database and related services for scholars working in the interdisciplinary area of practical ethics,"264,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Oxford,"Oxford, United Kingdom",To support the transition of core funding for the Archive of Performances of Greek and Roman drama from independent to university sources,"579,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Pittsburgh,"Pittsburgh, Pennsylvania",To support a publishing initiative on the history of science,"750,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Pittsburgh,"Pittsburgh, Pennsylvania",To support the planning of summer institutes designed to increase diversity in graduate programs at schools of information technology,"100,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Rochester,"Rochester, New York",To support further software development of an open source public access catalog system for research and college libraries,"175,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Southern California,"Los Angeles, California","To support a national, interinstitutional alliance to develop new models of multimedia access and publication in the field of visual studies","751,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Texas at Austin,"Austin, Texas",To support an external assessment of the graduate conservation training program and the development of a plan for its future,"20,600"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support the development of a collaborative strategy for the management of born-digital archival and special collections,"870,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support the expansion and enhancement of the Chaco Canyon Archaeological Research Archive,"538,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support a workshop on scholarly editing,"90,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,University of Virginia,"Charlottesville, Virginia",To support the planning and administration of a conference on scholarly editing,"20,000"
2009,LIBRARIES AND SCHOLARLY COMMUNICATION,"The Winthrop Group, Inc.","New York, New York",To support phase one of a historical study of the Gutenberg-e publishing project,"40,000"
2009,CONTRIBUTIONS,"Council on the Environment, Inc.","New York, New York",To provide general support,"30,000"
2009,CONTRIBUTIONS,"Doe Fund, Inc.","New York, New York",To provide general support,"40,000"
2009,CONTRIBUTIONS,Foundation Center,"New York, New York",To provide general support,"30,000"
2009,CONTRIBUTIONS,"GuideStar USA, Inc.","Williamsburg, Virginia",To support GuideStar's membership program,"25,000"
2009,CONTRIBUTIONS,Marymount Manhattan College,"New York, New York",To support the first-year experience and faculty development,"60,000"
2009,CONTRIBUTIONS,"Nonprofit Coordinating Committee of New York, Inc.","New York, New York",To provide general support,"100,000"
2009,OTHER,Dillard University,"New Orleans, Louisiana",To support the university's library,"500,000"
2009,PROGRAM-RELATED INVESTMENTS                                                               ,Metropolitan Museum of Art,"New York, New York",To sustain Mellon curatorial positions at a time when the endowment principals have fallen below their historic dollar value,"265,000"
2009,PROGRAM-RELATED INVESTMENTS                                                               ,Nonprofit Finance Fund,"New York, New York","To support a recoverable no-interest loan program for New York-based, Mellon-supported performing arts organizations","1,000,000"
