year,category,recipient,location,grant_description,award_amt
2009,CONSERVATION AND THE ENVIRONMENT,Museo di Storia Naturale,"Florence, Italy","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","27,000"
2009,CONSERVATION AND THE ENVIRONMENT,Mus_um national d'Histoire naturelle,"Paris, France","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","555,000"
2009,CONSERVATION AND THE ENVIRONMENT,Mus_um national d'Histoire naturelle,"Paris, France","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","178,000"
2009,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","395,000"
2009,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","127,000"
2009,CONSERVATION AND THE ENVIRONMENT,The Natural History Museum,"London, United Kingdom",To support an international informatics meeting,"20,000"
2009,CONSERVATION AND THE ENVIRONMENT,Naturhistorisches Museum Wien,"Vienna, Austria","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","547,000"
2009,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York",To support science and library programs,"500,000"
2009,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","379,000"
2009,CONSERVATION AND THE ENVIRONMENT,New York Botanical Garden,"Bronx, New York","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","250,000"
2009,CONSERVATION AND THE ENVIRONMENT,Rancho Santa Ana Botanic Garden,"Claremont, California","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","8,000"
2009,CONSERVATION AND THE ENVIRONMENT,Real Jard’n Bot‡nico de Madrid,"Madrid, Spain","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","162,000"
2009,CONSERVATION AND THE ENVIRONMENT,Rhodes University,"Grahamstown, South Africa",To support programs of ecological research and training,"200,000"
2009,CONSERVATION AND THE ENVIRONMENT,The Royal Botanic Garden Edinburgh,"Edinburgh, United Kingdom","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","218,000"
2009,CONSERVATION AND THE ENVIRONMENT,The Royal Botanic Garden Edinburgh,"Edinburgh, United Kingdom","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","25,200"
2009,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","659,000"
2009,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","203,000"
2009,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","200,000"
2009,CONSERVATION AND THE ENVIRONMENT,"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support a scientific conference,"10,000"
2009,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","463,000"
2009,CONSERVATION AND THE ENVIRONMENT,Smithsonian Institution,"Washington, DC","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","380,000"
2009,CONSERVATION AND THE ENVIRONMENT,South African National Biodiversity Institute,"Pretoria, South Africa","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","436,000"
2009,CONSERVATION AND THE ENVIRONMENT,South African National Biodiversity Institute,"Pretoria, South Africa","To continue the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","60,000"
2009,CONSERVATION AND THE ENVIRONMENT,South African National Parks,"Pretoria, South Africa",To support programs of ecological research and training,"380,000"
2009,CONSERVATION AND THE ENVIRONMENT,Universidad de la Repœblica,"Montevideo, Uruguay","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","7,000"
2009,CONSERVATION AND THE ENVIRONMENT,Universidad Nacional de La Plata,"Buenos Aires, Argentina","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","20,000"
2009,CONSERVATION AND THE ENVIRONMENT,Universidad Nacional Mayor de San Marcos,"Lima, Peru","To support efforts in the digitizing of Latin American Types, data sharing, and capacity building","30,000"
2009,CONSERVATION AND THE ENVIRONMENT,Universidade de Lisboa,"Lisbon, Portugal","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","32,000"
2009,CONSERVATION AND THE ENVIRONMENT,Universidade Federal de Minas Gerais,"Minas Gerais, Brazil","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","19,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of British Columbia,"Vancouver, British Columbia, Canada","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","10,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of California at Davis,"Davis, California",To support a program of ecological research and training incollaboration with Kruger National Park in South Africa,"239,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of Cape Town,"Cape Town, South Africa",To support programs of ecological research and training,"220,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of Florida at Gainesville,"Gainesville, Florida",To support a program of ecological research and training,"300,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of Helsinki,"Helsinki, Finland","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","64,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of Illinois at Urbana-Champaign,"Champaign, Illinois","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","80,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of the Witwatersrand,"Johannesburg, South Africa",To support programs of ecological research and training,"296,000"
2009,CONSERVATION AND THE ENVIRONMENT,University of Wyoming,"Laramie, Wyoming","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","36,000"
2009,CONSERVATION AND THE ENVIRONMENT,"Wageningen University, Department of Plant Sciences","Wageningen, The Netherlands","To support the development of a coordinated digital database of images and information on plants of Africa, Latin America, and other areas","101,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,The British Museum,"London, United Kingdom",To support a program of postdoctoral science fellowships,"1,250,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,Brooklyn Institute of Arts and Sciences,"Brooklyn, New York",To sustain Mellon curatorial positions at a time when their endowment principals have fallen below their historic dollar value,"400,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,Cleveland Museum of Art,"Cleveland, Ohio",To create and endow two midlevel curatorial positions and to support a senior curatorship of Japanese and Korean art,"1,950,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,Dartmouth College,"Hanover, New Hampshire",To establish an endowment to strengthen the curricular role of the museum's collections and programs,"1,250,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,Emory University,"Atlanta, Georgia",To support the development of curricula to strengthen the academic role of the museum's collections and programs,"500,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,Frick Collection,"New York, New York",To establish an endowment for the position of chief conservator,"1,000,000"
2009,MUSEUMS AND ART CONSERVATION                                                         ,Harvard University,"Cambridge, Massachusetts",To endow the position of senior organic scientist at the Straws Center for Conservation at the Harvard Art Museum,"1,000,000"
2009,MUSEUMS AND ART CONSERVATION,Institute of Museum and Library Services,"Washington, DC",To support the final meeting in the multiyear initiative of the Institute of Museum and Library Services to establish goals and identify resources for collections care,"10,000"
2009,MUSEUMS AND ART CONSERVATION,"Isabella Stewart Gardner Museum, Inc.","Boston, Massachusetts",To support curatorial research while endowment funds for a program of scholarly exhibitions are being raised,"170,000"
2009,MUSEUMS AND ART CONSERVATION,"Menil Foundation, Inc.","Houston, Texas",To create an archive of filmed artist interviews and to facilitate access to this material,"195,000"
2009,MUSEUMS AND ART CONSERVATION,Metropolitan Museum of Art,"New York, New York",To support the preparation of contributions to the Rembrandt Database located at the Rijksbureau voor Kunsthistorische Documentatie and Mauritshuis,"43,560"
2009,MUSEUMS AND ART CONSERVATION,Minneapolis Society of Fine Arts,"Minneapolis, Minnesota",To endow two midlevel (assistant or associate) curatorships and to support these positions while matching funds are being raised,"1,750,000"
2009,MUSEUMS AND ART CONSERVATION,Museum of Modern Art,"New York, New York",To support the initiation of a program of research and scholarly publication of the museum's permanent collection,"1,475,000"
2009,MUSEUMS AND ART CONSERVATION,National Gallery of Art,"Washington, DC",To sustain the program of scholarly publications at the Center for Advanced Study in the Visual Arts at a time when the endowment principal has fallen below its historic dollar value,"750,000"
2009,MUSEUMS AND ART CONSERVATION,Nelson Gallery Foundation,"Kansas City, Missouri",To support a pilot program of collaborative projects to be undertaken by the Nelson-Atkins Museum of Art with outside scientists,"110,000"
2009,MUSEUMS AND ART CONSERVATION,New York Public Library,"New York, New York",To support a comprehensive survey of the library's photograph holdings and their condition,"50,000"
2009,MUSEUMS AND ART CONSERVATION,New York University,"New York, New York",To sustain conservation student support at the Institute of Fine Arts at a time when the endowment principal has fallen below its historic dollar value,"350,000"
2009,MUSEUMS AND ART CONSERVATION,New York University,"New York, New York",To support advanced teaching residencies in conservation,"191,000"
2009,MUSEUMS AND ART CONSERVATION,New York University,"New York, New York",To support a summer training program in surveying historic collections,"50,000"
2009,MUSEUMS AND ART CONSERVATION,"North Carolina Museum of Art Foundation, Inc.","Raleigh, North Carolina",To sustain the Mellon research program at a time when the endowment principal has fallen below its historic dollar value,"178,000"
2009,MUSEUMS AND ART CONSERVATION,Northwestern University,"Evanston, Illinois","To support a workshop entitled ""Chemistry and Material Science of Cultural Heritage: Components, Structures, and Processes,"" jointly sponsored by the National Science Foundation","34,500"
2009,MUSEUMS AND ART CONSERVATION,Philadelphia Museum of Art,"Philadelphia, Pennsylvania","To sustain Mellon curatorial, conservation, and science positions at a time when their endowment principals have fallen below their historic dollar value","300,000"
2009,MUSEUMS AND ART CONSERVATION,The Phillips Collection,"Washington, DC",To support the position of senior curator,"750,000"
2009,MUSEUMS AND ART CONSERVATION,Seattle Art Museum,"Seattle, Washington",To sustain the conservation department at a time when its Mellon endowment principal has fallen below its historic dollar value,"500,000"
2009,MUSEUMS AND ART CONSERVATION,Smithsonian Institution,"Washington, DC",To support the position of conservator of decorative arts at the Cooper-Hewitt National Design Museum while endowment funds are being raised,"260,000"
2009,MUSEUMS AND ART CONSERVATION,Stiftung museum kunst palast,"DŸsseldorf, Germany",To support a pilot project for conservation documentation in digital form,"260,000"
2009,MUSEUMS AND ART CONSERVATION,Stiftung museum kunst palast,"DŸsseldorf, Germany",To supplement for the previous grant to the museum in light of currency discrepancies,"15,000"
2009,MUSEUMS AND ART CONSERVATION,University of Delaware,"Newark, Delaware",To support advanced teaching residencies in conservation,"174,000"
2009,MUSEUMS AND ART CONSERVATION,Wadsworth Atheneum Museum of Art,"Hartford, Connecticut",To sustain the position of curator of European art at a time when the endowment principal has fallen below its historic dollar value,"250,000"
2009,MUSEUMS AND ART CONSERVATION,"Walters Art Gallery Endowment Foundation, Inc.","Baltimore, Maryland",To establish a permanent endowment for the position of senior scientist,"1,500,000"
2009,MUSEUMS AND ART CONSERVATION,"Walters Art Gallery Endowment Foundation, Inc.","Baltimore, Maryland",To sustain Mellon curatorial positions at a time when their endowment principals have fallen below their historic dollar value,"260,000"
2009,MUSEUMS AND ART CONSERVATION,Worcester Art Museum,"Worcester, Massachusetts",To sustain the Mellon fellowship program at a time when the endowment principal has fallen below its historic dollar value,"100,000"
2009,MUSEUMS AND ART CONSERVATION,Yale University,"New Haven, Connecticut",To support the implementation of an experimental program in which works of art from Yale's collections would be loaned to six college art museums,"750,000"
2009,MUSEUMS AND ART CONSERVATION,Yale University,"New Haven, Connecticut",To support a comprehensive survey of Yale's photographic holdings,"64,500"
2009,PERFORMING ARTS,Alliance of Artists Communities,"Providence, Rhode Island",To support efforts to increase and improve residency opportunities for performing artists,"85,000"
2009,PERFORMING ARTS,American Conservatory Theatre Foundation,"San Francisco, California",To support the development of The Tosca Project,"50,000"
2009,PERFORMING ARTS,"American Repertory Theatre Company, Inc.","Cambridge, Massachusetts","To support new artistic initiatives, including Club Zero Arrow, Destination: Boston and ART in the World, and organizational development","1,000,000"
2009,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support professional development offerings and core programs,"1,500,000"
2009,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support a convening of field leaders,"10,000"
2009,PERFORMING ARTS,"Anna Deavere Smith Works, Inc.","New York, New York",To support a pilot residency program for artists at New York University,"100,000"
2009,PERFORMING ARTS,Association of Performing Arts Presenters Inc.,"Washington, DC",To support the Under the Radar Festival and Symposium,"250,000"
2009,PERFORMING ARTS,Association of Performing Arts Presenters Inc.,"Washington, DC",To support the Cultural Exchange Fund,"200,000"
2009,PERFORMING ARTS,"Ballet Theatre Foundation, Inc.","New York, New York",To support the National Residency Program,"225,000"
2009,PERFORMING ARTS,"Baltimore Symphony Orchestra, Inc.","Baltimore, Maryland",To support the Summer Academy,"950,000"
2009,PERFORMING ARTS,The Carnegie Hall Corporation,"New York, New York",To support a feasibility study for a national youth orchestra in partnership with the Yale School of Music,"50,000"
2009,PERFORMING ARTS,Center Theatre Group of Los Angeles,"Los Angeles, California",To support a commissioning and development program focused on non-text-based work,"1,000,000"
2009,PERFORMING ARTS,Chicago Opera Theater,"Chicago, Illinois",To support productions of six contemporary and Baroque operas,"500,000"
2009,PERFORMING ARTS,Chicago Symphony Orchestra,"Chicago, Illinois",To support the artistic initiative Beyond the Score,"900,000"
2009,PERFORMING ARTS,"Clubbed Thumb, Inc.","New York, New York",To support an artistic director discretionary fund,"90,000"
2009,PERFORMING ARTS,Corporate Council for the Arts,"Seattle, Washington","To support planning related to the development of Project Audience, a collaborative, community-based technology to support audience engagement with arts and culture","68,000"
2009,PERFORMING ARTS,Corporate Council for the Arts,"Seattle, Washington",To support expenses for a convening related to Project Audience,"14,484"
2009,PERFORMING ARTS,"Cunningham Dance Foundation, Inc.","New York, New York",To support the Living Legacy Plan,"1,000,000"
2009,PERFORMING ARTS,"Cunningham Dance Foundation, Inc.","New York, New York",To support Mondays with Merce,"100,000"
2009,PERFORMING ARTS,"Dance Heritage Coalition, Inc.","Washington, DC",To support the preliminary assessment of the archives of a cohort of single choreographer companies,"10,125"
2009,PERFORMING ARTS,"Danspace Project, Inc.","New York, New York","To support facilitation and meeting costs related to an assessment of the programs and services among the three dance-related organizations, and a convening with leaders in the New York dance community","6,588"
2009,PERFORMING ARTS,"Discalced, Inc.","Brooklyn, New York",To support a cash reserve fund and initiatives aimed at strengthening programs and finances,"720,000"
2009,PERFORMING ARTS,"English Stage Company, Ltd.","London, United Kingdom",To support the development and production of new plays by American writers,"400,000"
2009,PERFORMING ARTS,"Festival of North American Orchestras, Inc.","New York, New York",To support the Spring for Music festival,"1,000,000"
2009,PERFORMING ARTS,"Florida State University Foundation, Inc.","Tallahassee, Florida",To support a national choreographic research conference at the Maggie Allesee National Center for Choreography,"50,000"
2009,PERFORMING ARTS,"The Foundry Theatre, Inc.","New York, New York",To support an artistic director discretionary fund,"165,000"
2009,PERFORMING ARTS,"Fractured Atlas Productions, Inc.","New York, New York",To support the development and deployment of a new open source ticketing software application for the performing arts community,"350,000"
2009,PERFORMING ARTS,"Fractured Atlas Productions, Inc.","New York, New York",To enable NYC Performing Arts Spaces to conduct a study assessing rehearsal space needs and availability for single choreographer dance companies in New York City,"41,500"
2009,PERFORMING ARTS,"Glimmerglass Opera, Inc.","Cooperstown, New York",To support artistic initiatives and the production of new America operas,"500,000"
2009,PERFORMING ARTS,Hartford Stage Company,"Hartford, Connecticut",To support Horton Foote's Orphans' Home Cycle,"500,000"
2009,PERFORMING ARTS,"Huntington Theatre Company, Inc.","Boston, Massachusetts",To support the development of Chay Yew's The Long Season,"50,000"
2009,PERFORMING ARTS,"Inta, Inc.","New York, New York",To support Eiko and Koma's Retrospective Project,"225,000"
2009,PERFORMING ARTS,"Jazz at Lincoln Center, Inc.","New York, New York",To support artistic initiatives,"1,000,000"
2009,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York",To support subsidies for nonprofit rentals and operations at the organization's 38th Street space,"400,000"
2009,PERFORMING ARTS,"Joyce Theater Foundation, Inc.","New York, New York","To support the take-over of the lease on a space outfitted with 11 dance studios, and the purchase of necessary equipment","100,000"
2009,PERFORMING ARTS,Los Angeles Philharmonic Association,"Los Angeles, California",To support artistic and marketing initiatives to cultivate Latino audiences,"900,000"
2009,PERFORMING ARTS,"Margaret Jenkins Dance Studio, Inc.","San Francisco, California",To establish a cash reserve fund and to support the Choreographers in Mentorship Exchange program,"405,000"
2009,PERFORMING ARTS,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York",To support the reconstruction of the 1938 dance American Document,"110,000"
2009,PERFORMING ARTS,"Martha Graham Center of Contemporary Dance, Inc.","New York, New York",To support salary costs for a development professional and an administrative support professional,"100,000"
2009,PERFORMING ARTS,"Ma-Yi Filipino Theatre Ensemble, Inc.","New York, New York",To establish a cash reserve fund and support an artistic discretionary fund,"165,000"
2009,PERFORMING ARTS,Memphis Orchestral Society Inc.,"Memphis, Tennessee",To support planning for a musician-led concert series,"40,000"
2009,PERFORMING ARTS,Minnesota Orchestral Association,"Minneapolis, Minnesota",To support planning for a series of week-long residency programs in small Minnesota communities,"15,000"
2009,PERFORMING ARTS,Musical Arts Association,"Cleveland, Ohio",To support artistic and marketing initiatives related to a diversification strategy,"800,000"
2009,PERFORMING ARTS,"National Arts Strategies, Inc.","Washington, DC",To support an executive education program for nonprofit arts organizations,"1,000,000"
2009,PERFORMING ARTS,"National Performance Network, Inc.","New Orleans, Louisiana",To support the Forth Subsidy Fund,"100,000"
2009,PERFORMING ARTS,"New World Symphony, Inc.","Miami Beach, Florida",To support artistic initiatives related to new concert formats,"500,000"
2009,PERFORMING ARTS,"New York Foundation for the Arts, Inc.","Brooklyn, New York",To support the New York Theater Program,"27,000"
2009,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support financial analyses and consultations with the companies participating in Mellon's single choreographer dance program,"135,000"
2009,PERFORMING ARTS,Nonprofit Finance Fund,"New York, New York",To support costs associated with administering a loan program,"105,000"
2009,PERFORMING ARTS,"Opera America, Inc.","New York, New York",To support professional development programs and customization and implementation of the Cultural Data Project in New York,"770,000"
2009,PERFORMING ARTS,Opera Theatre of Saint Louis,"St. Louis, Missouri",To support productions of new America operas,"1,000,000"
2009,PERFORMING ARTS,"Orpheus Chamber Orchestra, Inc.","New York, New York",To support planning for the expansion of the Orpheus Institute,"45,000"
2009,PERFORMING ARTS,"Paul Taylor Dance Foundation, Inc.","New York, New York",To support the continuation of work on the Paul Taylor Dance Archives,"50,000"
2009,PERFORMING ARTS,"Pick Up Performance Company, Inc.","New York, New York",To support capacity building and the revival of an historic work,"200,000"
2009,PERFORMING ARTS,"Play Production Company, Inc.","New York, New York",To establish a cash reserve fund and support an artistic director discretionary fund,"135,000"
2009,PERFORMING ARTS,"Rattlestick Productions, Inc.","New York, New York",To support an artistic director discretionary fund,"165,000"
2009,PERFORMING ARTS,"Ringside, Inc.","Brooklyn, New York",To establish a cash reserve fund and support new strategic initiatives and organizational capacity building,"325,000"
2009,PERFORMING ARTS,San Francisco Symphony,"San Francisco, California","To support three initiatives: Keeping Score, an Internet radio station, an adult amateur orchestra, and chamber music activites","800,000"
2009,PERFORMING ARTS,The Santa Fe Opera,"Santa Fe, New Mexico",To support technology and marketing assessments,"875,000"
2009,PERFORMING ARTS,Seattle Opera,"Seattle, Washington",To support a fund to help underwrite two subsequent productions of Daron Hagen's Amelia,"500,000"
2009,PERFORMING ARTS,"Seventh Regiment Armory Conservancy, Inc.","New York, New York",To support the development of the Armory's performing arts program,"200,000"
2009,PERFORMING ARTS,"Shen Wei Dance Arts, Inc.","New York, New York",To support salary costs for a full-time development director,"50,000"
2009,PERFORMING ARTS,"Soho Repertory Theatre, Inc.","New York, New York",To establish a cash reserve fund and support an artistic director discretionary fund,"200,000"
2009,PERFORMING ARTS,"Sphinx Organization, Inc.","Detroit, Michigan",To support the 2009 Sphinx Chamber Orchestra Tour,"25,000"
2009,PERFORMING ARTS,"St. Ann Center for Restoration and the Arts, Inc.","Brooklyn, New York",To support new works by New York artists,"50,000"
2009,PERFORMING ARTS,"Stephen Petronio Dance Company, Inc.","New York, New York",To establish a cash reserve fund,"150,000"
2009,PERFORMING ARTS,"Theater Labrador, Inc.","New York, New York",To support an artistic director discretionary fund,"90,000"
2009,PERFORMING ARTS,Theatre and Arts Foundation of San Diego County,"La Jolla, California","To support the development of a new, large-scale music-theater piece exploring the life of John Birch","50,000"
2009,PERFORMING ARTS,"Theatre Communications Group, Inc.","New York, New York",To support the New Generations program,"1,000,000"
2009,PERFORMING ARTS,"Theatre Development Fund, Inc.","New York, New York",To support field meetings and the dissemination of findings from a research study in nine US cities,"21,000"
2009,PERFORMING ARTS,"13 Playwrights, Inc.","Brooklyn, New York",To support artistic initiatives,"90,000"
2009,PERFORMING ARTS,University Musical Society,"Ann Arbor, Michigan","To support classical music presentations, as well as commissioning and associated residency activities in collaboration with Cal Performances and the Krannert Center for the Performing Arts","700,000"
2009,PERFORMING ARTS,University of California at Berkeley,"Berkeley, California",To support classical music presentations at Cal Performances and collaborative work with the University Musical Society and the Krannert Center for the Performing Arts,"600,000"
2009,PERFORMING ARTS,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support classical music presentations at the Krannert Center for the Performing Arts and collaborative work with the University Musical Society and Cal Performances,"600,000"
2009,PERFORMING ARTS,University of Southern California,"Los Angeles, California",To support a national summit at the Annenberg School for Communication that will identify and produce new models for arts journalism,"20,000"
2009,PERFORMING ARTS,"Washington Drama Society, Inc.","Washington, DC",To support the American Voices New Play Institute,"1,100,000"
2009,PERFORMING ARTS,Wesleyan University,"Middletown, Connecticut",To support arts components of the Creative Campus Initiative administered by Wesleyan's Center for the Arts,"50,000"
2009,PERFORMING ARTS,Woolly Mammoth Theatre Company,"Washington, DC",To support artistic initiatives and organizational development,"300,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,Allegheny College,"Meadville, Pennsylvania",To support substantial curricular revision and enhancement in Middle Eastern and North African Studies,"400,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,Allegheny College,"Meadville, Pennsylvania",To support presidential initiatives,"100,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,American Council of Learned Societies,"New York, New York","To support dissertation completion fellowships for graduate students in the humanities and social sciences, and portable early career fellowships for recent PhD recipients in these fields","10,623,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,American Council of Learned Societies,"New York, New York",To support New Faculty Fellowships for recent PhD recipients in the humanities,"4,792,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,American Indian College Fund,"Denver, Colorado",To support the continuation of the Mellon Faculty Career Enhancement Fellowship Program for tribal college faculty,"450,000"
2009,HIGHER EDUCATION AND SCHOLARSHIP                                                                ,American Musicological Society Inc.,"Brunswick, Maine",To support publication of first books by junior scholars in musicology,"200,000"
